Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 04/25  02:00:00,0.708215569,7.968774429,0.00E+00,7.639770362,0.00E+00,0.210347973,0.210347973,0.210347973,6.53E-02,1.42E-02,7.15E-02,0.329724276,0.306293413
 04/25  03:00:00,0.702751706,8.216036245,0.00E+00,7.881252793,0.00E+00,0.216996778,0.216996778,0.216996778,6.53E-02,1.42E-02,6.41E-02,0.325082996,0.312392478
 04/25  04:00:00,0.705913333,8.48195283,0.00E+00,8.085315212,0.00E+00,0.222615286,0.222615286,0.222615286,6.53E-02,1.42E-02,7.39E-02,0.312802942,0.375092467
 04/25  05:00:00,0.758938503,8.741571508,0.00E+00,8.067099172,0.00E+00,0.222113739,0.222113739,0.222113739,6.93E-02,1.51E-02,8.62E-02,0.349062943,0.650429678
 04/25  06:00:00,0.912961094,9.006166251,0.00E+00,7.813672165,0.00E+00,0.215136061,0.215136061,0.215136061,0.114212654,2.49E-02,0.138308433,0.403307905,1.16471516
 04/25  07:00:00,1.13944606,8.838236129,0.00E+00,7.500825089,0.00E+00,0.206522353,0.206522353,0.206522353,0.212109227,4.62E-02,0.213944392,0.428544866,1.30789385
 04/25  08:00:00,1.063624294,8.581965723,0.00E+00,7.285102534,0.00E+00,0.200582803,0.200582803,0.200582803,0.171318981,3.73E-02,0.274974524,0.36230993,1.27190811
 04/25  09:00:00,0.952634512,8.140809784,0.00E+00,6.959951682,0.00E+00,0.191630332,0.191630332,0.191630332,8.16E-02,1.78E-02,0.336182328,0.308355049,1.159619312
 04/25  10:00:00,0.963742237,8.316084489,0.00E+00,7.268444428,0.00E+00,0.20012415,0.20012415,0.20012415,6.53E-02,1.42E-02,0.351415193,0.315607049,1.025901769
 04/25  11:00:00,0.940982878,6.814091347,0.00E+00,5.886987747,0.00E+00,0.16208811,0.16208811,0.16208811,6.53E-02,1.42E-02,0.36659518,0.315703742,0.905358648
 04/25  12:00:00,0.903996058,5.922933273,0.00E+00,5.088858297,0.00E+00,0.140112985,0.140112985,0.140112985,6.53E-02,1.42E-02,0.35690162,0.310385609,0.812696325
 04/25  13:00:00,0.864556332,5.223236863,0.00E+00,4.443460628,0.00E+00,0.122343067,0.122343067,0.122343067,6.53E-02,1.42E-02,0.324498851,0.321118569,0.757658323
 04/25  14:00:00,0.849813693,4.887862157,0.00E+00,4.161783478,0.00E+00,0.11458757,0.11458757,0.11458757,6.53E-02,1.42E-02,0.299430056,0.339200223,0.702715343
 04/25  15:00:00,0.870545937,4.656281639,0.00E+00,3.921633294,0.00E+00,0.107975446,0.107975446,0.107975446,6.53E-02,1.42E-02,0.307919222,0.358055424,0.709986306
 04/25  16:00:00,0.98795698,4.753240535,0.00E+00,3.947097119,0.00E+00,0.108676549,0.108676549,0.108676549,6.93E-02,1.51E-02,0.354200034,0.423516812,0.776972546
 04/25  17:00:00,1.212893161,5.63244728,0.00E+00,4.678138624,0.00E+00,0.128804523,0.128804523,0.128804523,9.38E-02,2.04E-02,0.438213351,0.514505241,0.918870711
 04/25  18:00:00,1.325103036,5.222429026,0.00E+00,4.135476271,0.00E+00,0.113863246,0.113863246,0.113863246,0.171318981,3.73E-02,0.396885327,0.558597403,1.048477843
 04/25  19:00:00,1.444087916,5.325193592,0.00E+00,4.215881635,0.00E+00,0.11607707,0.11607707,0.11607707,0.338558963,7.38E-02,0.321994134,0.576582363,1.069598282
 04/25  20:00:00,1.695911369,5.428369793,0.00E+00,4.394638025,0.00E+00,0.12099882,0.12099882,0.12099882,0.554747274,0.120865297,0.285783468,0.596404497,0.99265279
 04/25  21:00:00,1.727712915,5.598117943,0.00E+00,4.659659509,0.00E+00,0.128295732,0.128295732,0.128295732,0.599616519,0.130641162,0.269566832,0.582480657,0.898338498
 04/25  22:00:00,1.426736105,5.912067799,0.00E+00,5.130694823,0.00E+00,0.141264882,0.141264882,0.141264882,0.448692702,9.78E-02,0.217845458,0.504062361,0.746654313
 04/25  23:00:00,1.137351274,6.313346841,0.00E+00,5.700858811,0.00E+00,0.156963369,0.156963369,0.156963369,0.3100058,6.75E-02,0.147706913,0.438020813,0.582318158
 04/25  24:00:00,0.845080309,6.741731876,0.00E+00,6.308430151,0.00E+00,0.173691804,0.173691804,0.173691804,0.159081899,3.47E-02,9.82E-02,0.36230993,0.408346646
 04/26  01:00:00,0.740519561,7.135408119,0.00E+00,6.783605813,0.00E+00,0.186774951,0.186774951,0.186774951,9.79E-02,2.13E-02,8.38E-02,0.33359201,0.328825251
 04/26  02:00:00,0.694305722,7.464139282,0.00E+00,7.134569205,0.00E+00,0.196438126,0.196438126,0.196438126,6.53E-02,1.42E-02,7.15E-02,0.329724276,0.306859422
 04/26  03:00:00,0.689445012,7.732728795,0.00E+00,7.397957952,0.00E+00,0.203690083,0.203690083,0.203690083,6.53E-02,1.42E-02,6.41E-02,0.325082996,0.31237987
 04/26  04:00:00,0.693023791,8.013788738,0.00E+00,7.617171215,0.00E+00,0.209725744,0.209725744,0.209725744,6.53E-02,1.42E-02,7.39E-02,0.312802942,0.375072372
 04/26  05:00:00,0.74679486,8.299741235,0.00E+00,7.626045982,0.00E+00,0.209970096,0.209970096,0.209970096,6.93E-02,1.51E-02,8.62E-02,0.349062943,0.649652596
 04/26  06:00:00,0.90202387,8.606695565,0.00E+00,7.416435715,0.00E+00,0.204198837,0.204198837,0.204198837,0.114212654,2.49E-02,0.138308433,0.403307905,1.162480924
 04/26  07:00:00,1.129850198,8.487000325,0.00E+00,7.152306474,0.00E+00,0.196926491,0.196926491,0.196926491,0.212109227,4.62E-02,0.213944392,0.428544866,1.30517666
 04/26  08:00:00,1.04961053,8.070196503,0.00E+00,6.776127155,0.00E+00,0.186569039,0.186569039,0.186569039,0.171318981,3.73E-02,0.274974524,0.36230993,1.269114269
 04/26  09:00:00,0.932749659,7.416077636,0.00E+00,6.237740258,0.00E+00,0.171745479,0.171745479,0.171745479,8.16E-02,1.78E-02,0.336182328,0.308355049,1.157098587
 04/26  10:00:00,0.935644327,7.293547133,0.00E+00,6.247937404,0.00E+00,0.17202624,0.17202624,0.17202624,6.53E-02,1.42E-02,0.351415193,0.315607049,1.023871437
 04/26  11:00:00,0.914196436,5.839878058,0.00E+00,4.914112846,0.00E+00,0.135301668,0.135301668,0.135301668,6.53E-02,1.42E-02,0.36659518,0.315703742,0.90402026
 04/26  12:00:00,0.877732939,4.968114012,0.00E+00,4.13499032,0.00E+00,0.113849866,0.113849866,0.113849866,6.53E-02,1.42E-02,0.35690162,0.310385609,0.811745041
 04/26  13:00:00,0.839843644,4.324952785,0.00E+00,3.545903795,0.00E+00,9.76E-02,9.76E-02,9.76E-02,6.53E-02,1.42E-02,0.324498851,0.321118569,0.756931077
 04/26  14:00:00,0.825309504,3.997153338,0.00E+00,3.271799241,0.00E+00,9.01E-02,9.01E-02,9.01E-02,6.53E-02,1.42E-02,0.299430056,0.339200223,0.701990761
 04/26  15:00:00,0.853054416,4.020737314,0.00E+00,3.286346909,0.00E+00,9.05E-02,9.05E-02,9.05E-02,6.53E-02,1.42E-02,0.307919222,0.358055424,0.709728366
 04/26  16:00:00,0.96976668,4.091835934,0.00E+00,3.28643132,0.00E+00,9.05E-02,9.05E-02,9.05E-02,6.93E-02,1.51E-02,0.354200034,0.423516812,0.776233744
 04/26  17:00:00,1.194550861,4.964964673,0.00E+00,4.011952208,0.00E+00,0.110462223,0.110462223,0.110462223,9.38E-02,2.04E-02,0.438213351,0.514505241,0.91757452
 04/26  18:00:00,1.307819515,4.593030174,0.00E+00,3.50774439,0.00E+00,9.66E-02,9.66E-02,9.66E-02,0.171318981,3.73E-02,0.396885327,0.558597403,1.046810872
 04/26  19:00:00,1.426623566,4.689117149,0.00E+00,3.581582064,0.00E+00,9.86E-02,9.86E-02,9.86E-02,0.338558963,7.38E-02,0.321994134,0.576582363,1.06782141
 04/26  20:00:00,1.678435926,4.7921375,0.00E+00,3.759935561,0.00E+00,0.103523377,0.103523377,0.103523377,0.554747274,0.120865297,0.285783468,0.596404497,0.991122961
 04/26  21:00:00,1.711087584,4.993090428,0.00E+00,4.055832836,0.00E+00,0.1116704,0.1116704,0.1116704,0.599616519,0.130641162,0.269566832,0.582480657,0.897137657
 04/26  22:00:00,1.410837091,5.333860502,0.00E+00,4.553247771,0.00E+00,0.125365868,0.125365868,0.125365868,0.448692702,9.78E-02,0.217845458,0.504062361,0.745894068
 04/26  23:00:00,1.121803882,5.748365953,0.00E+00,5.136182566,0.00E+00,0.141415977,0.141415977,0.141415977,0.3100058,6.75E-02,0.147706913,0.438020813,0.582013515
 04/26  24:00:00,0.830359302,6.207217026,0.00E+00,5.773767928,0.00E+00,0.158970797,0.158970797,0.158970797,0.159081899,3.47E-02,9.82E-02,0.36230993,0.408494018
 04/27  01:00:00,0.726831626,6.638596003,0.00E+00,6.28646445,0.00E+00,0.173087016,0.173087016,0.173087016,9.79E-02,2.13E-02,8.38E-02,0.33359201,0.329154498
 04/27  02:00:00,0.680540751,6.964556808,0.00E+00,6.634629901,0.00E+00,0.182673154,0.182673154,0.182673154,6.53E-02,1.42E-02,7.15E-02,0.329724276,0.307216252
 04/27  03:00:00,0.67515045,7.214191452,0.00E+00,6.878784068,0.00E+00,0.189395521,0.189395521,0.189395521,6.53E-02,1.42E-02,6.41E-02,0.325082996,0.31301641
 04/27  04:00:00,0.678119845,7.472509229,0.00E+00,7.075864705,0.00E+00,0.194821798,0.194821798,0.194821798,6.53E-02,1.42E-02,7.39E-02,0.312802942,0.375099372
 04/27  05:00:00,0.731823601,7.755177811,0.00E+00,7.082294706,0.00E+00,0.194998837,0.194998837,0.194998837,6.93E-02,1.51E-02,8.62E-02,0.349062943,0.648840447
 04/27  06:00:00,0.887252499,8.067902039,0.00E+00,6.87994432,0.00E+00,0.189427466,0.189427466,0.189427466,0.114212654,2.49E-02,0.138308433,0.403307905,1.160178792
 04/27  07:00:00,1.115469988,7.962006383,0.00E+00,6.630021909,0.00E+00,0.182546281,0.182546281,0.182546281,0.212109227,4.62E-02,0.213944392,0.428544866,1.302467283
 04/27  08:00:00,1.03758074,7.630686101,0.00E+00,6.339209102,0.00E+00,0.174539249,0.174539249,0.174539249,0.171318981,3.73E-02,0.274974524,0.36230993,1.266521919
 04/27  09:00:00,0.922401005,7.037885247,0.00E+00,5.861880464,0.00E+00,0.161396824,0.161396824,0.161396824,8.16E-02,1.78E-02,0.336182328,0.308355049,1.154765991
 04/27  10:00:00,0.924149474,6.874071417,0.00E+00,5.830448064,0.00E+00,0.160531387,0.160531387,0.160531387,6.53E-02,1.42E-02,0.351415193,0.315607049,1.021885061
 04/27  11:00:00,0.906407062,5.55538589,0.00E+00,4.631205285,0.00E+00,0.127512294,0.127512294,0.127512294,6.53E-02,1.42E-02,0.36659518,0.315703742,0.902435653
 04/27  12:00:00,0.871690397,4.747320535,0.00E+00,3.915527135,0.00E+00,0.107807324,0.107807324,0.107807324,6.53E-02,1.42E-02,0.35690162,0.310385609,0.810414749
 04/27  13:00:00,0.834603957,4.133317839,0.00E+00,3.35560007,0.00E+00,9.24E-02,9.24E-02,9.24E-02,6.53E-02,1.42E-02,0.324498851,0.321118569,0.755599857
 04/27  14:00:00,0.817708622,3.720102107,0.00E+00,2.995737664,0.00E+00,8.25E-02,8.25E-02,8.25E-02,6.53E-02,1.42E-02,0.299430056,0.339200223,0.701001108
 04/27  15:00:00,0.83478626,3.355652252,0.00E+00,2.622853368,0.00E+00,7.22E-02,7.22E-02,7.22E-02,6.53E-02,1.42E-02,0.307919222,0.358055424,0.708136844
 04/27  16:00:00,0.946019895,3.227848847,0.00E+00,2.423955766,0.00E+00,6.67E-02,6.67E-02,6.67E-02,6.93E-02,1.51E-02,0.354200034,0.423516812,0.774722211
 04/27  17:00:00,1.167073736,3.965687471,0.00E+00,3.013991905,0.00E+00,8.30E-02,8.30E-02,8.30E-02,9.38E-02,2.04E-02,0.438213351,0.514505241,0.916257622
 04/27  18:00:00,1.283795652,3.719046438,0.00E+00,2.63520544,0.00E+00,7.26E-02,7.26E-02,7.26E-02,0.171318981,3.73E-02,0.396885327,0.558597403,1.045366086
 04/27  19:00:00,1.405064667,3.904628437,0.00E+00,2.798569852,0.00E+00,7.71E-02,7.71E-02,7.71E-02,0.338558963,7.38E-02,0.321994134,0.576582363,1.06634491
 04/27  20:00:00,1.659898318,4.117533835,0.00E+00,3.086655644,0.00E+00,8.50E-02,8.50E-02,8.50E-02,0.554747274,0.120865297,0.285783468,0.596404497,0.989799213
 04/27  21:00:00,1.695398867,4.422109416,0.00E+00,3.486023717,0.00E+00,9.60E-02,9.60E-02,9.60E-02,0.599616519,0.130641162,0.269566832,0.582480657,0.895965763
 04/27  22:00:00,1.398439929,4.882726612,0.00E+00,4.102986839,0.00E+00,0.112968705,0.112968705,0.112968705,0.448692702,9.78E-02,0.217845458,0.504062361,0.74502111
 04/27  23:00:00,1.111078803,5.358357421,0.00E+00,4.74665116,0.00E+00,0.130690898,0.130690898,0.130690898,0.3100058,6.75E-02,0.147706913,0.438020813,0.581536389
 04/27  24:00:00,0.819669988,5.819157971,0.00E+00,5.385535504,0.00E+00,0.148281483,0.148281483,0.148281483,0.159081899,3.47E-02,9.82E-02,0.36230993,0.408667387
 04/28  01:00:00,0.716320329,6.256978323,0.00E+00,5.904697515,0.00E+00,0.162575718,0.162575718,0.162575718,9.79E-02,2.13E-02,8.38E-02,0.33359201,0.329303753
 04/28  02:00:00,0.673494829,6.708644898,0.00E+00,6.378724294,0.00E+00,0.175627233,0.175627233,0.175627233,6.53E-02,1.42E-02,7.15E-02,0.329724276,0.307209949
 04/28  03:00:00,0.672747829,7.126837657,0.00E+00,6.791521679,0.00E+00,0.1869929,0.1869929,0.1869929,6.53E-02,1.42E-02,6.41E-02,0.325082996,0.312925005
 04/28  04:00:00,0.680620193,7.563340057,0.00E+00,7.166676543,0.00E+00,0.197322146,0.197322146,0.197322146,6.53E-02,1.42E-02,7.39E-02,0.312802942,0.375118362
 04/28  05:00:00,0.735620711,7.892291551,0.00E+00,7.220204511,0.00E+00,0.198795947,0.198795947,0.198795947,6.93E-02,1.51E-02,8.62E-02,0.349062943,0.648044383
 04/28  06:00:00,0.905449091,8.726271233,0.00E+00,7.540838659,0.00E+00,0.207624058,0.207624058,0.207624058,0.114212654,2.49E-02,0.138308433,0.403307905,1.157653647
 04/28  07:00:00,1.122761563,8.223400757,0.00E+00,6.894849549,0.00E+00,0.189837856,0.189837856,0.189837856,0.212109227,4.62E-02,0.213944392,0.428544866,1.299034017
 04/28  08:00:00,1.042963347,7.822932155,0.00E+00,6.534703637,0.00E+00,0.179921856,0.179921856,0.179921856,0.171318981,3.73E-02,0.274974524,0.36230993,1.263273438
 04/28  09:00:00,0.926962802,7.200822179,0.00E+00,6.027563457,0.00E+00,0.165958621,0.165958621,0.165958621,8.16E-02,1.78E-02,0.336182328,0.308355049,1.152019931
 04/28  10:00:00,0.930632535,7.10721493,0.00E+00,6.065910752,0.00E+00,0.167014448,0.167014448,0.167014448,6.53E-02,1.42E-02,0.351415193,0.315607049,1.019565886
 04/28  11:00:00,0.910912361,5.716960964,0.00E+00,4.794836293,0.00E+00,0.132017593,0.132017593,0.132017593,6.53E-02,1.42E-02,0.36659518,0.315703742,0.900379718
 04/28  12:00:00,0.875000532,4.865746681,0.00E+00,4.035750159,0.00E+00,0.111117458,0.111117458,0.111117458,6.53E-02,1.42E-02,0.35690162,0.310385609,0.808617871
 04/28  13:00:00,0.836504218,4.200780612,0.00E+00,3.424616941,0.00E+00,9.43E-02,9.43E-02,9.43E-02,6.53E-02,1.42E-02,0.324498851,0.321118569,0.754045758
 04/28  14:00:00,0.818664895,3.753519004,0.00E+00,3.030469211,0.00E+00,8.34E-02,8.34E-02,8.34E-02,6.53E-02,1.42E-02,0.299430056,0.339200223,0.699686458
 04/28  15:00:00,0.833437992,3.305317073,0.00E+00,2.573884741,0.00E+00,7.09E-02,7.09E-02,7.09E-02,6.53E-02,1.42E-02,0.307919222,0.358055424,0.706770293
 04/28  16:00:00,0.94375686,3.144107286,0.00E+00,2.341763053,0.00E+00,6.45E-02,6.45E-02,6.45E-02,6.93E-02,1.51E-02,0.354200034,0.423516812,0.773173363
 04/28  17:00:00,1.163647579,3.839357058,0.00E+00,2.889555017,0.00E+00,7.96E-02,7.96E-02,7.96E-02,9.38E-02,2.04E-02,0.438213351,0.514505241,0.914364096
 04/28  18:00:00,1.276812737,3.46328603,0.00E+00,2.381588219,0.00E+00,6.56E-02,6.56E-02,6.56E-02,0.171318981,3.73E-02,0.396885327,0.558597403,1.043222899
 04/28  19:00:00,1.395939086,3.571177068,0.00E+00,2.467131665,0.00E+00,6.79E-02,6.79E-02,6.79E-02,0.338558963,7.38E-02,0.321994134,0.576582363,1.064331728
 04/28  20:00:00,1.650728284,3.782834358,0.00E+00,2.753602988,0.00E+00,7.58E-02,7.58E-02,7.58E-02,0.554747274,0.120865297,0.285783468,0.596404497,0.988152392
 04/28  21:00:00,1.687078784,4.11856508,0.00E+00,3.183841013,0.00E+00,8.77E-02,8.77E-02,8.77E-02,0.599616519,0.130641162,0.269566832,0.582480657,0.894604131
 04/28  22:00:00,1.391741086,4.638466122,0.00E+00,3.859687038,0.00E+00,0.106269862,0.106269862,0.106269862,0.448692702,9.78E-02,0.217845458,0.504062361,0.744060421
 04/28  23:00:00,1.106530031,5.19244804,0.00E+00,4.581441257,0.00E+00,0.126142127,0.126142127,0.126142127,0.3100058,6.75E-02,0.147706913,0.438020813,0.580836911
 04/28  24:00:00,0.818213904,5.766126694,0.00E+00,5.332651,0.00E+00,0.146825399,0.146825399,0.146825399,0.159081899,3.47E-02,9.82E-02,0.36230993,0.408520614
 04/29  01:00:00,0.721120645,6.29601259,0.00E+00,5.935688705,0.00E+00,0.163429007,0.163429007,0.163429007,9.79E-02,2.13E-02,8.78E-02,0.33359201,0.337346831
 04/29  02:00:00,0.677019427,6.747887416,0.00E+00,6.411897154,0.00E+00,0.17654059,0.17654059,0.17654059,6.53E-02,1.42E-02,7.42E-02,0.329724276,0.313279608
 04/29  03:00:00,0.674732971,7.155544156,0.00E+00,6.814030291,0.00E+00,0.187612636,0.187612636,0.187612636,6.53E-02,1.42E-02,6.54E-02,0.325082996,0.319122891
 04/29  04:00:00,0.682812849,7.558753409,0.00E+00,7.149297504,0.00E+00,0.196843644,0.196843644,0.196843644,6.53E-02,1.42E-02,7.66E-02,0.312802942,0.387910753
 04/29  05:00:00,0.738019381,7.866558903,0.00E+00,7.158532778,0.00E+00,0.197097922,0.197097922,0.197097922,6.93E-02,1.51E-02,9.03E-02,0.349062943,0.683983468
 04/29  06:00:00,0.911993055,8.660405765,0.00E+00,7.39259783,0.00E+00,0.203542501,0.203542501,0.203542501,0.114212654,2.49E-02,0.148933954,0.403307905,1.240029008
 04/29  07:00:00,1.137212482,8.080341171,0.00E+00,6.651127807,0.00E+00,0.183127396,0.183127396,0.183127396,0.212109227,4.62E-02,0.235105771,0.428544866,1.399696173
 04/29  08:00:00,1.065477574,7.568258635,0.00E+00,6.174299857,0.00E+00,0.169998756,0.169998756,0.169998756,0.171318981,3.73E-02,0.307411851,0.36230993,1.369003698
 04/29  09:00:00,0.959805581,6.85592927,0.00E+00,5.584887777,0.00E+00,0.153770306,0.153770306,0.153770306,8.16E-02,1.78E-02,0.381213423,0.308355049,1.249802702
 04/29  10:00:00,0.964922551,6.587548175,0.00E+00,5.462050575,0.00E+00,0.150388194,0.150388194,0.150388194,6.53E-02,1.42E-02,0.402331463,0.315607049,1.103759308
 04/29  11:00:00,0.945273513,5.128738933,0.00E+00,4.136445927,0.00E+00,0.113889944,0.113889944,0.113889944,6.53E-02,1.42E-02,0.419083982,0.315703742,0.970548054
 04/29  12:00:00,0.90211298,4.175094558,0.00E+00,3.284001997,0.00E+00,9.04E-02,9.04E-02,9.04E-02,6.53E-02,1.42E-02,0.404712164,0.310385609,0.86971391
 04/29  13:00:00,0.858449865,3.467861367,0.00E+00,2.638571236,0.00E+00,7.26E-02,7.26E-02,7.26E-02,6.53E-02,1.42E-02,0.368086918,0.321118569,0.807172218
 04/29  14:00:00,0.832678867,2.88982329,0.00E+00,2.118422864,0.00E+00,5.83E-02,5.83E-02,5.83E-02,6.53E-02,1.42E-02,0.338555659,0.339200223,0.74803709
 04/29  15:00:00,0.84396866,2.389927292,0.00E+00,1.610384189,0.00E+00,4.43E-02,4.43E-02,4.43E-02,6.53E-02,1.42E-02,0.344978225,0.358055424,0.754881065
 04/29  16:00:00,0.950329334,2.136997891,0.00E+00,1.275944937,0.00E+00,3.51E-02,3.51E-02,3.51E-02,6.93E-02,1.51E-02,0.390117982,0.423516812,0.831882084
 04/29  17:00:00,1.16432469,2.650155496,0.00E+00,1.630175752,0.00E+00,4.49E-02,4.49E-02,4.49E-02,9.38E-02,2.04E-02,0.47356531,0.514505241,0.9845418
 04/29  18:00:00,1.280690457,2.448876575,0.00E+00,1.276285207,0.00E+00,3.51E-02,3.51E-02,3.51E-02,0.171318981,3.73E-02,0.43119567,0.558597403,1.134116456
 04/29  19:00:00,1.402050804,2.651124591,0.00E+00,1.445347914,0.00E+00,3.98E-02,3.98E-02,3.98E-02,0.338558963,7.38E-02,0.356238916,0.576582363,1.166063002
 04/29  20:00:00,1.656964204,2.840292277,0.00E+00,1.714152779,0.00E+00,4.72E-02,4.72E-02,4.72E-02,0.554747274,0.120865297,0.320638867,0.596404497,1.085060519
 04/29  21:00:00,1.693150101,3.127291016,0.00E+00,2.111118698,0.00E+00,5.81E-02,5.81E-02,5.81E-02,0.599616519,0.130641162,0.305173718,0.582480657,0.976052382
 04/29  22:00:00,1.389441849,3.591560238,0.00E+00,2.748578355,0.00E+00,7.57E-02,7.57E-02,7.57E-02,0.448692702,9.78E-02,0.246138692,0.504062361,0.80826322
 04/29  23:00:00,1.088712079,4.021503558,0.00E+00,3.370077969,0.00E+00,9.28E-02,9.28E-02,9.28E-02,0.3100058,6.75E-02,0.163241771,0.438020813,0.621255718
 04/29  24:00:00,0.786999708,4.409354064,0.00E+00,3.960207253,0.00E+00,0.109037514,0.109037514,0.109037514,0.159081899,3.47E-02,0.104798457,0.36230993,0.424191732
 04/30  01:00:00,0.67850385,4.749378123,0.00E+00,4.387860489,0.00E+00,0.120812212,0.120812212,0.120812212,9.79E-02,2.13E-02,8.78E-02,0.33359201,0.338540579
 04/30  02:00:00,0.628488413,4.98618464,0.00E+00,4.649266417,0.00E+00,0.128009576,0.128009576,0.128009576,6.53E-02,1.42E-02,7.42E-02,0.329724276,0.314207569
 04/30  03:00:00,0.619026561,5.133486571,0.00E+00,4.790791491,0.00E+00,0.131906226,0.131906226,0.131906226,6.53E-02,1.42E-02,6.54E-02,0.325082996,0.320304106
 04/30  04:00:00,0.619528686,5.261009565,0.00E+00,4.850837175,0.00E+00,0.133559481,0.133559481,0.133559481,6.53E-02,1.42E-02,7.66E-02,0.312802942,0.388627238
 04/30  05:00:00,0.672253257,5.477936234,0.00E+00,4.769928414,0.00E+00,0.131331797,0.131331797,0.131331797,6.93E-02,1.51E-02,9.03E-02,0.349062943,0.683965162
 04/30  06:00:00,0.841823358,6.110538625,0.00E+00,4.844057135,0.00E+00,0.133372805,0.133372805,0.133372805,0.114212654,2.49E-02,0.148933954,0.403307905,1.238702564
 04/30  07:00:00,1.072708493,5.736068685,0.00E+00,4.308363799,0.00E+00,0.118623407,0.118623407,0.118623407,0.212109227,4.62E-02,0.235105771,0.428544866,1.398187695
 04/30  08:00:00,1.004162338,5.339816551,0.00E+00,3.947350323,0.00E+00,0.108683521,0.108683521,0.108683521,0.171318981,3.73E-02,0.307411851,0.36230993,1.367511149
 04/30  09:00:00,0.903639334,4.814782993,0.00E+00,3.544947848,0.00E+00,9.76E-02,9.76E-02,9.76E-02,8.16E-02,1.78E-02,0.381213423,0.308355049,1.248596353
 04/30  10:00:00,0.904969405,4.409156113,0.00E+00,3.284571702,0.00E+00,9.04E-02,9.04E-02,9.04E-02,6.53E-02,1.42E-02,0.402331463,0.315607049,1.102846119
 04/30  11:00:00,0.898154493,3.416960799,0.00E+00,2.425098376,0.00E+00,6.68E-02,6.68E-02,6.68E-02,6.53E-02,1.42E-02,0.419083982,0.315703742,0.970117471
 04/30  12:00:00,0.859880941,2.640616117,0.00E+00,1.750147992,0.00E+00,4.82E-02,4.82E-02,4.82E-02,6.53E-02,1.42E-02,0.404712164,0.310385609,0.869089474
 04/30  13:00:00,0.817589037,1.98302992,0.00E+00,1.154519173,0.00E+00,3.18E-02,3.18E-02,3.18E-02,6.53E-02,1.42E-02,0.368086918,0.321118569,0.806392834
 04/30  14:00:00,0.793334752,1.460237686,0.00E+00,0.689457319,0.00E+00,1.90E-02,1.90E-02,1.90E-02,6.53E-02,1.42E-02,0.338555659,0.339200223,0.747417031
 04/30  15:00:00,0.803994679,0.937660313,0.00E+00,0.158542125,0.00E+00,4.37E-03,4.37E-03,4.37E-03,6.53E-02,1.42E-02,0.344978225,0.358055424,0.75445615
 04/30  16:00:00,0.915198379,0.860157844,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.93E-02,1.51E-02,0.390117982,0.423516812,0.830986974
 04/30  17:00:00,1.119440597,1.018553922,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.38E-02,2.04E-02,0.47356531,0.514505241,0.983115977
 04/30  18:00:00,1.245550133,1.170989125,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.171318981,3.73E-02,0.43119567,0.558597403,1.132514213
 04/30  19:00:00,1.362255628,1.203829021,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.338558963,7.38E-02,0.356238916,0.576582363,1.164115346
 04/30  20:00:00,1.609767947,1.124517736,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.554747274,0.120865297,0.320638867,0.596404497,1.083438758
 04/30  21:00:00,1.641537257,1.251909937,0.00E+00,0.236556889,0.00E+00,6.51E-03,6.51E-03,6.51E-03,0.599616519,0.130641162,0.305173718,0.582480657,0.975233113
 04/30  22:00:00,1.339116649,1.763812191,0.00E+00,0.920783382,0.00E+00,2.54E-02,2.54E-02,2.54E-02,0.448692702,9.78E-02,0.246138692,0.504062361,0.808310147
 04/30  23:00:00,1.043172885,2.368208612,0.00E+00,1.716109171,0.00E+00,4.73E-02,4.73E-02,4.73E-02,0.3100058,6.75E-02,0.163241771,0.438020813,0.621929568
 04/30  24:00:00,0.747750156,2.984973577,0.00E+00,2.534676214,0.00E+00,6.98E-02,6.98E-02,6.98E-02,0.159081899,3.47E-02,0.104798457,0.36230993,0.425342284
 05/01  01:00:00,0.639745417,3.553588101,0.00E+00,3.198751028,0.00E+00,8.81E-02,8.81E-02,8.81E-02,9.56E-02,2.08E-02,8.39E-02,0.334251934,0.331814564
 05/01  02:00:00,0.599257967,4.057497658,0.00E+00,3.724890328,0.00E+00,0.102558466,0.102558466,0.102558466,6.37E-02,1.39E-02,7.16E-02,0.33037655,0.309851748
 05/01  03:00:00,0.598086707,4.459990367,0.00E+00,4.122633245,0.00E+00,0.113509635,0.113509635,0.113509635,6.37E-02,1.39E-02,6.41E-02,0.325726088,0.314921853
